controller,scenario_name,interactive_week,cumulative_profit_mean,cumulative_profit_ci_lower,cumulative_profit_ci_upper
a2c,base_market,14,90326.2534685124,82449.13286583827,98556.45914409509
a2c,base_market,15,105218.43280009925,95317.55233131586,115775.65822468816
a2c,base_market,16,123098.7281211948,115578.87196839594,131215.76860487758
a2c,base_market,17,136093.03215019775,128435.14548609122,145564.03041827923
a2c,base_market,18,148502.953002287,139686.92360105106,157953.28600944573
a2c,base_market,19,164373.63146363528,153095.3521956043,174848.1224120725
a2c,base_market,20,176843.60439755965,165570.29957874137,186444.81908337152
a2c,base_market,21,188744.22133449523,175557.46750803923,199921.96419892937
a2c,base_market,22,202109.12695470251,187631.91651966216,215024.09975080728
a2c,base_market,23,214212.08623204,200188.8837178554,227130.9838853529
a2c,base_market,24,228423.36622829884,214230.27236991146,240573.42983878186
a2c,base_market,25,358867.5951100988,329385.65870865353,384488.31022522243
a2c,class_imbalance_shift,0,0.0,0.0,0.0
a2c,class_imbalance_shift,1,0.0,0.0,0.0
a2c,class_imbalance_shift,2,0.0,0.0,0.0
a2c,class_imbalance_shift,3,0.0,0.0,0.0
a2c,class_imbalance_shift,4,174.3957348640411,-435.77645158058556,708.065919612687
a2c,class_imbalance_shift,5,1601.181431298427,593.5193808447563,2675.4660449401777
a2c,class_imbalance_shift,6,3738.5389057558423,2429.774604467501,4995.312551556277
a2c,class_imbalance_shift,7,7965.0988167495025,6076.996082789244,10047.574860509754
a2c,class_imbalance_shift,8,13674.726164443577,10975.147676067543,16618.2518267144
a2c,class_imbalance_shift,9,21757.273852891198,18623.07537864961,25147.583292277897
a2c,class_imbalance_shift,10,32237.064235087568,28358.64786404985,36482.98047471264
a2c,class_imbalance_shift,11,41108.49376052939,36395.466398447046,46115.01304382671
a2c,class_imbalance_shift,12,56877.02588557003,51310.70281344064,62538.30220008111
a2c,class_imbalance_shift,13,69396.23300681105,63921.87384178924,75222.7025225905
